analysis_accession	study_accession	sample_accession	analysis_type	tax_id	scientific_name	submitted_ftp
ERZ375391	PRJEB9586	SAMEA3302883	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375391/LP6005442-DNA_A11.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375391/LP6005442-DNA_A11.annotated.nh2.vcf.gz.tbi
ERZ375393	PRJEB9586	SAMEA3302822	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375393/LP6005441-DNA_C11.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375393/LP6005441-DNA_C11.annotated.nh2.vcf.gz.tbi
ERZ324390	PRJEB9586	SAMEA3302747	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324390/LP6005592-DNA_F01.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324390/LP6005592-DNA_F01.srt.aln.bam.bai
ERZ375394	PRJEB9586	SAMEA3302785	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375394/LP6005441-DNA_D04.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375394/LP6005441-DNA_D04.annotated.nh2.vcf.gz.tbi
ERZ375395	PRJEB9586	SAMEA3302710	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375395/LP6005441-DNA_B02.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375395/LP6005441-DNA_B02.annotated.nh2.vcf.gz.tbi
ERZ324392	PRJEB9586	SAMEA3302807	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324392/LP6005592-DNA_G01.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324392/LP6005592-DNA_G01.srt.aln.bam.bai
ERZ375396	PRJEB9586	SAMEA3302901	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375396/LP6005519-DNA_C03.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375396/LP6005519-DNA_C03.annotated.nh2.vcf.gz.tbi
ERZ375397	PRJEB9586	SAMEA3302842	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375397/LP6005442-DNA_B03.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375397/LP6005442-DNA_B03.annotated.nh2.vcf.gz.tbi
ERZ324393	PRJEB9586	SAMEA3302887	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324393/LP6005592-DNA_G03.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324393/LP6005592-DNA_G03.srt.aln.bam.bai
ERZ324396	PRJEB9586	SAMEA3302857	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324396/LP6005619-DNA_B01.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324396/LP6005619-DNA_B01.srt.aln.bam.bai
ERZ375398	PRJEB9586	SAMEA3302667	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375398/LP6005441-DNA_C09.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375398/LP6005441-DNA_C09.annotated.nh2.vcf.gz.tbi
ERZ375399	PRJEB9586	SAMEA3302871	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375399/LP6005443-DNA_H07.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375399/LP6005443-DNA_H07.annotated.nh2.vcf.gz.tbi
ERZ324397	PRJEB9586	SAMEA3302694	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324397/LP6005619-DNA_C01.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324397/LP6005619-DNA_C01.srt.aln.bam.bai
ERZ324398	PRJEB9586	SAMEA3302768	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324398/LP6005677-DNA_A02.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324398/LP6005677-DNA_A02.srt.aln.bam.bai
ERZ375402	PRJEB9586	SAMEA3302850	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375402/LP6005441-DNA_F07.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375402/LP6005441-DNA_F07.annotated.nh2.vcf.gz.tbi
ERZ375403	PRJEB9586	SAMEA3302724	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375403/LP6005519-DNA_C06.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375403/LP6005519-DNA_C06.annotated.nh2.vcf.gz.tbi
ERZ324400	PRJEB9586	SAMEA3302780	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324400/LP6005677-DNA_B01.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324400/LP6005677-DNA_B01.srt.aln.bam.bai
ERZ324530	PRJEB9586	SAMEA3302681	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324530/SS6004477.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324530/SS6004477.srt.aln.bam.bai
ERZ375404	PRJEB9586	SAMEA3302792	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375404/LP6005443-DNA_B09.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375404/LP6005443-DNA_B09.annotated.nh2.vcf.gz.tbi
ERZ375407	PRJEB9586	SAMEA3302758	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375407/LP6005441-DNA_G12.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375407/LP6005441-DNA_G12.annotated.nh2.vcf.gz.tbi
ERZ375410	PRJEB9586	SAMEA3302790	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375410/LP6005441-DNA_G06.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375410/LP6005441-DNA_G06.annotated.nh2.vcf.gz.tbi
ERZ324531	PRJEB9586	SAMEA3302625	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324531/LP6007068-DNA_A01.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324531/LP6007068-DNA_A01.srt.aln.bam.bai
ERZ375414	PRJEB9586	SAMEA3302631	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375414/LP6005442-DNA_G10.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375414/LP6005442-DNA_G10.annotated.nh2.vcf.gz.tbi
ERZ324533	PRJEB9586	SAMEA3302733	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324533/SS6004480.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324533/SS6004480.srt.aln.bam.bai
ERZ324536	PRJEB9586	SAMEA3302894	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324536/SS6004473.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324536/SS6004473.srt.aln.bam.bai
ERZ324538	PRJEB9586	SAMEA3302736	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324538/SS6004470.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324538/SS6004470.srt.aln.bam.bai
ERZ375415	PRJEB9586	SAMEA3302681	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375415/SS6004477.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375415/SS6004477.annotated.nh2.vcf.gz.tbi
ERZ375419	PRJEB9586	SAMEA3302633	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375419/LP6005519-DNA_A04.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375419/LP6005519-DNA_A04.annotated.nh2.vcf.gz.tbi
ERZ324540	PRJEB9586	SAMEA3302697	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324540/SS6004479.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324540/SS6004479.srt.aln.bam.bai
ERZ375423	PRJEB9586	SAMEA3302828	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375423/LP6005441-DNA_B05.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375423/LP6005441-DNA_B05.annotated.nh2.vcf.gz.tbi
ERZ324541	PRJEB9586	SAMEA3302650	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324541/SS6004472.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324541/SS6004472.srt.aln.bam.bai
ERZ375428	PRJEB9586	SAMEA3302878	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375428/LP6005443-DNA_A02.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375428/LP6005443-DNA_A02.annotated.nh2.vcf.gz.tbi
ERZ324543	PRJEB9586	SAMEA3302730	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324543/SS6004475.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324543/SS6004475.srt.aln.bam.bai
ERZ375429	PRJEB9586	SAMEA3302624	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375429/LP6005442-DNA_G02.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375429/LP6005442-DNA_G02.annotated.nh2.vcf.gz.tbi
ERZ375430	PRJEB9586	SAMEA3302755	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375430/LP6005442-DNA_D01.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375430/LP6005442-DNA_D01.annotated.nh2.vcf.gz.tbi
ERZ324867	PRJEB9586	SAMEA3449877	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324867/LP6005441-DNA_C01.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324867/LP6005441-DNA_C01.srt.aln.bam.bai
ERZ375434	PRJEB9586	SAMEA3302612	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375434/LP6005443-DNA_B10.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375434/LP6005443-DNA_B10.annotated.nh2.vcf.gz.tbi
ERZ324868	PRJEB9586	SAMEA3302710	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324868/LP6005441-DNA_B02.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324868/LP6005441-DNA_B02.srt.aln.bam.bai
ERZ375435	PRJEB9586	SAMEA3302656	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375435/LP6005441-DNA_A01.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375435/LP6005441-DNA_A01.annotated.nh2.vcf.gz.tbi
ERZ324871	PRJEB9586	SAMEA3302777	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324871/LP6005441-DNA_D08.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ324/ERZ324871/LP6005441-DNA_D08.srt.aln.bam.bai
ERZ375438	PRJEB9586	SAMEA3302891	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375438/LP6005443-DNA_C06.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375438/LP6005443-DNA_C06.annotated.nh2.vcf.gz.tbi
ERZ325062	PRJEB9586	SAMEA3302677	REFERENCE_ALIGNMENT	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ325/ERZ325062/LP6005441-DNA_C03.srt.aln.bam;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ325/ERZ325062/LP6005441-DNA_C03.srt.aln.bam.bai
ERZ375440	PRJEB9586	SAMEA3302754	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375440/LP6005441-DNA_E06.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375440/LP6005441-DNA_E06.annotated.nh2.vcf.gz.tbi
ERZ375441	PRJEB9586	SAMEA3302682	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375441/LP6005441-DNA_A11.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375441/LP6005441-DNA_A11.annotated.nh2.vcf.gz.tbi
ERZ375377	PRJEB9586	SAMEA3302789	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375377/LP6005442-DNA_A12.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375377/LP6005442-DNA_A12.annotated.nh2.vcf.gz.tbi
ERZ375442	PRJEB9586	SAMEA3302885	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375442/LP6005442-DNA_B12.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375442/LP6005442-DNA_B12.annotated.nh2.vcf.gz.tbi
ERZ375380	PRJEB9586	SAMEA3302786	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375380/LP6005441-DNA_G10.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375380/LP6005441-DNA_G10.annotated.nh2.vcf.gz.tbi
ERZ375382	PRJEB9586	SAMEA3302882	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375382/LP6005441-DNA_B07.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375382/LP6005441-DNA_B07.annotated.nh2.vcf.gz.tbi
ERZ375445	PRJEB9586	SAMEA3302876	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375445/SS6004474.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375445/SS6004474.annotated.nh2.vcf.gz.tbi
ERZ375449	PRJEB9586	SAMEA3302623	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375449/LP6005443-DNA_G05.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375449/LP6005443-DNA_G05.annotated.nh2.vcf.gz.tbi
ERZ375453	PRJEB9586	SAMEA3302819	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375453/LP6005443-DNA_C09.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375453/LP6005443-DNA_C09.annotated.nh2.vcf.gz.tbi
ERZ375454	PRJEB9586	SAMEA3302887	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375454/LP6005592-DNA_G03.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375454/LP6005592-DNA_G03.annotated.nh2.vcf.gz.tbi
ERZ375385	PRJEB9586	SAMEA3302907	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375385/LP6005592-DNA_B04.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375385/LP6005592-DNA_B04.annotated.nh2.vcf.gz.tbi
ERZ375459	PRJEB9586	SAMEA3302781	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375459/LP6005442-DNA_E12.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375459/LP6005442-DNA_E12.annotated.nh2.vcf.gz.tbi
ERZ375461	PRJEB9586	SAMEA3302811	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375461/LP6005443-DNA_H11.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375461/LP6005443-DNA_H11.annotated.nh2.vcf.gz.tbi
ERZ375388	PRJEB9586	SAMEA3302761	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375388/LP6005441-DNA_F06.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375388/LP6005441-DNA_F06.annotated.nh2.vcf.gz.tbi
ERZ375464	PRJEB9586	SAMEA3302787	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375464/LP6005443-DNA_G01.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375464/LP6005443-DNA_G01.annotated.nh2.vcf.gz.tbi
ERZ375389	PRJEB9586	SAMEA3302672	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375389/LP6005519-DNA_F03.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375389/LP6005519-DNA_F03.annotated.nh2.vcf.gz.tbi
ERZ375401	PRJEB9586	SAMEA3302645	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375401/LP6005519-DNA_H03.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375401/LP6005519-DNA_H03.annotated.nh2.vcf.gz.tbi
ERZ375469	PRJEB9586	SAMEA3302853	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375469/LP6005443-DNA_E05.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375469/LP6005443-DNA_E05.annotated.nh2.vcf.gz.tbi
ERZ375406	PRJEB9586	SAMEA3302722	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375406/LP6005442-DNA_C07.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375406/LP6005442-DNA_C07.annotated.nh2.vcf.gz.tbi
ERZ375471	PRJEB9586	SAMEA3302725	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375471/LP6005519-DNA_D04.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375471/LP6005519-DNA_D04.annotated.nh2.vcf.gz.tbi
ERZ375473	PRJEB9586	SAMEA3302777	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375473/LP6005441-DNA_D08.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375473/LP6005441-DNA_D08.annotated.nh2.vcf.gz.tbi
ERZ375475	PRJEB9586	SAMEA3302640	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375475/LP6005442-DNA_B11.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375475/LP6005442-DNA_B11.annotated.nh2.vcf.gz.tbi
ERZ375477	PRJEB9586	SAMEA3302639	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375477/LP6005441-DNA_D10.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375477/LP6005441-DNA_D10.annotated.nh2.vcf.gz.tbi
ERZ375479	PRJEB9586	SAMEA3302799	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375479/LP6005592-DNA_A04.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375479/LP6005592-DNA_A04.annotated.nh2.vcf.gz.tbi
ERZ375411	PRJEB9586	SAMEA3302705	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375411/LP6005592-DNA_E01.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375411/LP6005592-DNA_E01.annotated.nh2.vcf.gz.tbi
ERZ375482	PRJEB9586	SAMEA3302800	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375482/LP6005592-DNA_C05.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375482/LP6005592-DNA_C05.annotated.nh2.vcf.gz.tbi
ERZ375483	PRJEB9586	SAMEA3302698	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375483/LP6005443-DNA_F10.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375483/LP6005443-DNA_F10.annotated.nh2.vcf.gz.tbi
ERZ375484	PRJEB9586	SAMEA3302866	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375484/LP6005441-DNA_G07.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375484/LP6005441-DNA_G07.annotated.nh2.vcf.gz.tbi
ERZ375413	PRJEB9586	SAMEA3302737	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375413/LP6005443-DNA_A01.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375413/LP6005443-DNA_A01.annotated.nh2.vcf.gz.tbi
ERZ375421	PRJEB9586	SAMEA3302762	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375421/LP6005443-DNA_F04.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375421/LP6005443-DNA_F04.annotated.nh2.vcf.gz.tbi
ERZ375486	PRJEB9586	SAMEA3302886	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375486/LP6005442-DNA_H10.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375486/LP6005442-DNA_H10.annotated.nh2.vcf.gz.tbi
ERZ375487	PRJEB9586	SAMEA3302706	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375487/LP6005442-DNA_F01.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375487/LP6005442-DNA_F01.annotated.nh2.vcf.gz.tbi
ERZ375424	PRJEB9586	SAMEA3302744	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375424/LP6005443-DNA_A12.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375424/LP6005443-DNA_A12.annotated.nh2.vcf.gz.tbi
ERZ375490	PRJEB9586	SAMEA3302688	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375490/LP6005519-DNA_F06.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375490/LP6005519-DNA_F06.annotated.nh2.vcf.gz.tbi
ERZ375427	PRJEB9586	SAMEA3302677	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375427/LP6005441-DNA_C03.annotated.nh2.vcf.gz;ftp.sra.ebi.ac.uk/vol1/analysis/ERZ375/ERZ375427/LP6005441-DNA_C03.annotated.nh2.vcf.gz.tbi
